3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;21801;726;1451;30026;0;114328;156.502738;2651.335654;0;339457;21937.461169;28960.496536;1.000000%=31;5.000000%=110;10.000000%=232;20.000000%=880;30.000000%=2703;40.000000%=7503;50.000000%=12517;60.000000%=18219;70.000000%=26083;80.000000%=36962;90.000000%=55312;95.000000%=78118;99.000000%=133693;99.500000%=154140;99.900000%=219152;99.950000%=223346;99.990000%=337641;0%=0;0%=0;0%=0;11;339459;22094.342380;29057.223721;331;1461;5.710012%;725.913793;259.435101;0.406315%;8.482648%;3011;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.00%;0.35%;1.13%;2.86%;6.27%;5.03%;3.17%;2.20%;6.83%;5.60%;11.54%;17.74%;25.75%;8.80%;2.76%;0.04%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;24553;817;1633;30043;0;155695;137.753965;2464.414755;0;195462;19481.550077;25177.661468;1.000000%=12;5.000000%=66;10.000000%=99;20.000000%=440;30.000000%=1744;40.000000%=5537;50.000000%=10027;60.000000%=16056;70.000000%=23461;80.000000%=33816;90.000000%=52166;95.000000%=71827;99.000000%=111673;99.500000%=132644;99.900000%=164626;99.950000%=164626;99.990000%=196083;0%=0;0%=0;0%=0;7;195531;19620.013483;25260.485457;319;1941;6.471654%;822.741379;360.442932;0.462686%;8.837627%;4819;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.26%;1.06%;1.29%;7.35%;7.75%;2.98%;2.40%;2.09%;5.91%;5.67%;13.17%;15.60%;23.80%;9.16%;1.57%;0.00%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;25057;834;1668;30011;1;188886;127.350795;2367.468961;4;241684;19161.543361;25786.869890;1.000000%=44;5.000000%=115;10.000000%=168;20.000000%=577;30.000000%=1859;40.000000%=5472;50.000000%=10027;60.000000%=15794;70.000000%=23199;80.000000%=32374;90.000000%=50593;95.000000%=68681;99.000000%=123207;99.500000%=139460;99.900000%=231735;99.950000%=231735;99.990000%=242221;0%=0;0%=0;0%=0;6;290886;19290.462563;25890.146645;224;1979;6.470569%;822.603448;316.444332;0.529823%;8.900367%;6167;0;59;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.36%;0.29%;0.55%;2.64%;11.33%;4.00%;2.53%;2.62%;6.42%;6.24%;12.94%;16.25%;23.73%;8.34%;1.82%;0.00%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;24623;819;1638;30031;0;141360;129.311168;2430.470410;14;219816;19403.463761;26047.176378;1.000000%=45;5.000000%=81;10.000000%=136;20.000000%=618;30.000000%=1712;40.000000%=5144;50.000000%=9895;60.000000%=15532;70.000000%=23461;80.000000%=32636;90.000000%=52166;95.000000%=70778;99.000000%=121110;99.500000%=139460;99.900000%=187695;99.950000%=210763;99.990000%=219152;0%=0;0%=0;0%=0;16;219823;19532.924672;26140.349605;271;1750;6.468399%;822.327586;307.775687;0.639361%;7.992008%;3782;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.00%;0.02%;1.35%;5.66%;7.46%;3.79%;3.53%;2.39%;7.49%;5.85%;12.75%;15.79%;23.55%;8.51%;1.92%;0.00%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;23643;787;1574;30010;0;113799;135.330327;2361.333410;4;302084;20305.732443;26616.943211;1.000000%=17;5.000000%=116;10.000000%=177;20.000000%=708;30.000000%=2056;40.000000%=5931;50.000000%=10813;60.000000%=16056;70.000000%=23724;80.000000%=34340;90.000000%=55312;95.000000%=77070;99.000000%=116916;99.500000%=132644;99.900000%=168820;99.950000%=270532;99.990000%=270532;0%=0;0%=0;0%=0;5;302096;20442.411636;26679.235755;253;2159;6.191599%;787.137931;358.925318;0.469859%;7.900963%;6621;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.23%;1.05%;0.22%;2.48%;10.05%;3.58%;2.88%;2.30%;7.02%;5.94%;12.53%;17.12%;22.34%;10.37%;1.89%;0.07%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;24530;817;1634;30001;1;145935;122.802907;2429.386134;2;299932;19613.453754;26829.493649;1.000000%=79;5.000000%=173;10.000000%=177;20.000000%=485;30.000000%=1499;40.000000%=4882;50.000000%=9764;60.000000%=16056;70.000000%=23724;80.000000%=33816;90.000000%=51642;95.000000%=70778;99.000000%=122159;99.500000%=145752;99.900000%=206569;99.950000%=270532;99.990000%=278921;0%=0;0%=0;0%=0;17;299954;19736.569542;26908.773318;361;1420;5.718691%;727.017241;229.798347;0.513333%;7.673333%;8928;0;59;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.01%;0.00%;0.14%;0.19%;1.61%;13.52%;4.77%;3.21%;2.65%;6.73%;5.65%;11.82%;15.55%;23.44%;8.75%;1.97%;0.06%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;23217;773;1546;30006;0;167016;155.333528;2894.649848;4;323336;20669.120377;28269.406301;1.000000%=42;5.000000%=91;10.000000%=148;20.000000%=692;30.000000%=2039;40.000000%=6062;50.000000%=10944;60.000000%=16711;70.000000%=23724;80.000000%=34340;90.000000%=54263;95.000000%=74973;99.000000%=130547;99.500000%=152043;99.900000%=206569;99.950000%=325058;99.990000%=325058;0%=0;0%=0;0%=0;6;323337;20824.673258;28369.215570;281;1602;6.088663%;774.051724;307.231636;0.446592%;8.878520%;4362;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.07%;0.03%;1.21%;4.60%;7.90%;4.08%;2.98%;2.92%;5.97%;5.88%;12.89%;16.81%;23.08%;9.07%;2.50%;0.07%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;20785;692;1384;30006;0;109670;139.459159;2302.212437;7;321762;23016.129408;27573.057088;1.000000%=52;5.000000%=189;10.000000%=528;20.000000%=1597;30.000000%=4489;40.000000%=9502;50.000000%=14352;60.000000%=20316;70.000000%=27394;80.000000%=38010;90.000000%=58458;95.000000%=78118;99.000000%=119013;99.500000%=139460;99.900000%=198180;99.950000%=320864;99.990000%=320864;0%=0;0%=0;0%=0;9;321764;23156.903923;27643.157430;287;1449;5.401476%;686.689655;261.823243;0.586569%;8.205299%;3543;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.01%;0.06%;0.67%;1.64%;3.44%;3.70%;3.47%;2.58%;6.58%;6.91%;12.10%;18.56%;27.22%;10.69%;2.40%;0.06%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;25176;839;1677;30003;1;116104;134.417849;2462.687813;0;273341;19003.844712;25552.760773;1.000000%=49;5.000000%=84;10.000000%=128;20.000000%=415;30.000000%=1531;40.000000%=4816;50.000000%=10158;60.000000%=15532;70.000000%=22413;80.000000%=32636;90.000000%=52166;95.000000%=69730;99.000000%=114819;99.500000%=132644;99.900000%=198180;99.950000%=240123;99.990000%=274726;0%=0;0%=0;0%=0;5;273346;19138.374788;25637.546719;387;1975;6.471925%;822.775862;339.554716;0.393307%;8.786081%;5306;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.19%;0.00%;0.02%;0.14%;0.70%;5.84%;9.79%;4.58%;2.62%;2.39%;6.60%;5.76%;11.23%;17.14%;22.16%;9.15%;1.72%;0.04%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
3;fio-3.28;fio_test;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;26632;886;1772;30040;1;122882;109.356074;1994.319159;5;322035;17960.072865;23255.144253;1.000000%=56;5.000000%=94;10.000000%=162;20.000000%=522;30.000000%=1531;40.000000%=4358;50.000000%=9502;60.000000%=15663;70.000000%=22413;80.000000%=31850;90.000000%=48496;95.000000%=63700;99.000000%=104333;99.500000%=120061;99.900000%=181403;99.950000%=204472;99.990000%=204472;0%=0;0%=0;0%=0;17;322036;18069.733919;23330.059889;229;1661;7.008031%;890.931034;315.576213;0.522654%;8.608809%;7248;0;58;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.0%;0.00%;0.00%;0.01%;0.02%;0.59%;4.87%;9.14%;5.05%;3.28%;2.74%;7.09%;6.65%;11.26%;16.30%;23.83%;7.98%;1.25%;0.01%;0.00%;0.00%;0.00%;0.00%;CSL;0;867097;0;20966;0;7459553;7459553;99.53%
